uniqueTeamId,ABAB,ABCA,ABCB,ABCD,Total_Passes,High_pass_Ratio_Total,Low_pass_Ratio_Total,High_pass_Ratio_Zone2,Low_pass_Ratio_Zone2,High_pass_Ratio_Zone1,Low_pass_Ratio_Zone1,High_pass_Ratio_Zone3,Low_pass_Ratio_Zone3,Backward Pass_Zone_1 Ratio,Backward Pass_Zone_2 Ratio,Backward Pass_Zone_3 Ratio,Forward Pass_Zone_1 Ratio,Forward Pass_Zone_2 Ratio,Forward Pass_Zone_3 Ratio,Side Pass_Zone_1 Ratio,Side Pass_Zone_2 Ratio,Side Pass_Zone_3 Ratio,Backward Pass Ratio,Forward Pass Ratio,Side Pass Ratio,Total Shots,Far Shots Ratio,Middle Distance Shots Ratio,Near Shots Ratio,Connectivity
10531---2499855,0.03773584905660377,0.09164420485175202,0.0889487870619946,0.7816711590296496,374,0.12834224598930483,0.8636363636363636,0.06282722513089005,0.93717277486911,0.20161290322580644,0.7903225806451613,0.1864406779661017,0.7796610169491526,0.034759358288770054,0.11497326203208556,0.040106951871657755,0.15775401069518716,0.1443850267379679,0.026737967914438502,0.13903743315508021,0.25133689839572193,0.09090909090909091,0.18983957219251338,0.32887700534759357,0.48128342245989303,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.494505494505495
10531---2499866,0.03455723542116631,0.09071274298056156,0.08423326133909287,0.7904967602591793,466,0.15236051502145923,0.8454935622317596,0.08144796380090498,0.918552036199095,0.16993464052287582,0.8300653594771242,0.29347826086956524,0.6956521739130435,0.015021459227467811,0.08798283261802575,0.02575107296137339,0.12017167381974249,0.1351931330472103,0.032188841201716736,0.19313304721030042,0.2510729613733906,0.13948497854077252,0.12875536480686695,0.2875536480686695,0.5836909871244635,8.0,0.25,0.625,0.125,7.945054945054945
10531---2499876,0.023148148148148147,0.09953703703703703,0.09953703703703703,0.7777777777777778,435,0.15862068965517243,0.8298850574712644,0.09134615384615384,0.8990384615384616,0.211864406779661,0.7796610169491526,0.22935779816513763,0.7522935779816514,0.01839080459770115,0.06436781609195402,0.04367816091954023,0.12183908045977011,0.1724137931034483,0.05747126436781609,0.1310344827586207,0.2413793103448276,0.14942528735632185,0.12643678160919541,0.35172413793103446,0.5218390804597701,15.0,0.26666666666666666,0.4666666666666667,0.26666666666666666,7.602564102564102
10531---2499881,0.035,0.13,0.13,0.705,203,0.18719211822660098,0.7980295566502463,0.06976744186046512,0.8953488372093024,0.2962962962962963,0.7037037037037037,0.2222222222222222,0.7777777777777778,0.04433497536945813,0.07389162561576355,0.019704433497536946,0.21182266009852216,0.14285714285714285,0.06403940886699508,0.14285714285714285,0.20689655172413793,0.09359605911330049,0.13793103448275862,0.4187192118226601,0.4433497536945813,5.0,0.4,0.6,0.0,5.274725274725275
10531---2499893,0.04909560723514212,0.11369509043927649,0.10335917312661498,0.7338501291989664,390,0.12307692307692308,0.8743589743589744,0.07608695652173914,0.9184782608695652,0.19083969465648856,0.8091603053435115,0.12,0.88,0.028205128205128206,0.09487179487179487,0.0641025641025641,0.14615384615384616,0.17692307692307693,0.03076923076923077,0.16153846153846155,0.2,0.09743589743589744,0.18717948717948718,0.35384615384615387,0.45897435897435895,7.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,5.989010989010989
10531---2499907,0.0425531914893617,0.10283687943262411,0.10283687943262411,0.75177304964539,567,0.08994708994708994,0.9012345679012346,0.05357142857142857,0.9428571428571428,0.08275862068965517,0.9172413793103448,0.16901408450704225,0.8028169014084507,0.01763668430335097,0.08994708994708994,0.05114638447971781,0.07936507936507936,0.1693121693121693,0.06349206349206349,0.15873015873015872,0.2345679012345679,0.13580246913580246,0.15873015873015872,0.31216931216931215,0.5291005291005291,7.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,8.54945054945055
10531---2499913,0.03036876355748373,0.12364425162689804,0.12147505422993492,0.7245119305856833,464,0.11422413793103449,0.8728448275862069,0.1,0.8909090909090909,0.11956521739130435,0.8804347826086957,0.15,0.7833333333333333,0.036637931034482756,0.12284482758620689,0.021551724137931036,0.17025862068965517,0.12931034482758622,0.03017241379310345,0.1896551724137931,0.22198275862068967,0.07758620689655173,0.1810344827586207,0.3297413793103448,0.4892241379310345,6.0,0.16666666666666666,0.3333333333333333,0.5,8.571428571428571
10531---2499927,0.01809954751131222,0.10180995475113122,0.10407239819004525,0.7760180995475113,445,0.12134831460674157,0.8719101123595505,0.08035714285714286,0.9107142857142857,0.15168539325842698,0.848314606741573,0.20930232558139536,0.7674418604651163,0.029213483146067417,0.0853932584269663,0.024719101123595506,0.1707865168539326,0.1752808988764045,0.011235955056179775,0.2,0.24269662921348314,0.060674157303370786,0.1393258426966292,0.35730337078651686,0.503370786516854,9.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,6.736263736263736
10531---2499937,0.02413793103448276,0.09655172413793103,0.1,0.7793103448275862,293,0.19112627986348124,0.78839590443686,0.10317460317460317,0.8571428571428571,0.22627737226277372,0.7737226277372263,0.4,0.5666666666666667,0.051194539249146756,0.07849829351535836,0.027303754266211604,0.19795221843003413,0.13993174061433447,0.023890784982935155,0.21843003412969283,0.21160409556313994,0.051194539249146756,0.15699658703071673,0.36177474402730375,0.4812286689419795,7.0,0.42857142857142855,0.0,0.5714285714285714,6.8791208791208796
10531---2499945,0.043859649122807015,0.10307017543859649,0.10087719298245613,0.7521929824561403,459,0.13725490196078433,0.8562091503267973,0.09090909090909091,0.9047619047619048,0.18493150684931506,0.815068493150685,0.18292682926829268,0.7926829268292683,0.032679738562091505,0.10893246187363835,0.04793028322440087,0.13507625272331156,0.16122004357298475,0.04139433551198257,0.1503267973856209,0.23311546840958605,0.08932461873638345,0.1895424836601307,0.33769063180827885,0.47276688453159044,7.0,0.0,0.7142857142857143,0.2857142857142857,7.648351648351649
10531---2499957,0.022988505747126436,0.06513409961685823,0.06513409961685823,0.8467432950191571,264,0.17803030303030304,0.8181818181818182,0.12871287128712872,0.8613861386138614,0.23076923076923078,0.7692307692307693,0.15217391304347827,0.8478260869565217,0.030303030303030304,0.09090909090909091,0.045454545454545456,0.17424242424242425,0.14015151515151514,0.03787878787878788,0.23863636363636365,0.15151515151515152,0.09090909090909091,0.16666666666666666,0.3522727272727273,0.4810606060606061,3.0,0.0,0.6666666666666666,0.3333333333333333,6.5606060606060606
10531---2499960,0.04363636363636364,0.09818181818181818,0.09818181818181818,0.76,278,0.18345323741007194,0.7877697841726619,0.07633587786259542,0.8778625954198473,0.3137254901960784,0.6862745098039216,0.2,0.7555555555555555,0.050359712230215826,0.13309352517985612,0.02158273381294964,0.17266187050359713,0.12949640287769784,0.039568345323741004,0.14388489208633093,0.20863309352517986,0.10071942446043165,0.20503597122302158,0.34172661870503596,0.45323741007194246,11.0,0.36363636363636365,0.2727272727272727,0.36363636363636365,6.32051282051282
10531---2499974,0.04672897196261682,0.08411214953271028,0.09345794392523364,0.7757009345794392,324,0.16358024691358025,0.8209876543209876,0.14960629921259844,0.84251968503937,0.175,0.825,0.16883116883116883,0.7792207792207793,0.021604938271604937,0.08641975308641975,0.05246913580246913,0.1882716049382716,0.15123456790123457,0.037037037037037035,0.16049382716049382,0.15432098765432098,0.14814814814814814,0.16049382716049382,0.3765432098765432,0.46296296296296297,3.0,0.0,1.0,0.0,6.527472527472527
10531---2499986,0.042505592841163314,0.0894854586129754,0.09395973154362416,0.7740492170022372,450,0.19333333333333333,0.7911111111111111,0.11475409836065574,0.8743169398907104,0.30578512396694213,0.6942148760330579,0.19863013698630136,0.7671232876712328,0.02,0.06888888888888889,0.07555555555555556,0.12,0.14444444444444443,0.08888888888888889,0.1288888888888889,0.19333333333333333,0.16,0.16444444444444445,0.35333333333333333,0.4822222222222222,12.0,0.08333333333333333,0.4166666666666667,0.5,7.978021978021978
10531---2499991,0.03759398496240601,0.07769423558897243,0.07268170426065163,0.8120300751879699,402,0.16417910447761194,0.8333333333333334,0.12790697674418605,0.8662790697674418,0.23357664233576642,0.7664233576642335,0.12903225806451613,0.8709677419354839,0.024875621890547265,0.0845771144278607,0.05970149253731343,0.14925373134328357,0.13681592039800994,0.05970149253731343,0.16666666666666666,0.2064676616915423,0.11194029850746269,0.1691542288557214,0.34577114427860695,0.48507462686567165,11.0,0.18181818181818182,0.6363636363636364,0.18181818181818182,7.0
10531---2500006,0.027848101265822784,0.10379746835443038,0.10632911392405063,0.7620253164556962,398,0.15326633165829145,0.8417085427135679,0.08064516129032258,0.9139784946236559,0.2661290322580645,0.7338709677419355,0.14772727272727273,0.8409090909090909,0.022613065326633167,0.08040201005025126,0.04020100502512563,0.15326633165829145,0.13819095477386933,0.05025125628140704,0.135678391959799,0.24874371859296482,0.1306532663316583,0.14321608040201006,0.3417085427135678,0.5150753768844221,8.0,0.125,0.5,0.375,6.054945054945055
