uniqueTeamId,Air duel_Zone_1,Air duel_Zone_2,Air duel_Zone_3,Foul_Zone_1,Foul_Zone_2,Foul_Zone_3,Ground attacking duel_Zone_1,Ground attacking duel_Zone_2,Ground attacking duel_Zone_3,Ground defending duel_Zone_1,Ground defending duel_Zone_2,Ground defending duel_Zone_3,Ground loose ball duel_Zone_1,Ground loose ball duel_Zone_2,Ground loose ball duel_Zone_3,Touch_Zone_1,Touch_Zone_2,Touch_Zone_3,Acceleration,Air duel,Clearance,Foul,Goalkeeper leaving line,Ground attacking duel,Ground defending duel,Ground loose ball duel,Hand foul,Late card foul,Out of game foul,Protest,Simulation,Time lost foul,Touch,Violent Foul,Zone_1_Run,Zone_2_Run,Zone_3_Run,Backward Run,Forward Run,Side Run,Short Run,Middle Run,Long Run,average_acceleration_length,Forward_Runs_Zone_3
10531---2499726,4,6,3,0,3,1,4,19,11,15,11,5,1,8,3,12,10,6,1,13,8,4,1,34,31,12,1,0,0,0,0,0,28,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.911288039071213,0.0
10531---2499736,4,9,2,2,3,1,10,11,11,21,16,4,4,7,2,9,3,5,3,15,3,6,1,32,41,13,0,0,0,0,0,0,17,0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,25.469525334401613,1.0
10531---2499741,10,4,3,0,3,0,3,13,15,7,8,7,7,11,11,6,10,1,4,17,7,3,1,31,22,29,0,0,0,0,0,0,17,0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,34.35124730513753,0.0
10531---2499757,8,4,5,0,1,2,6,11,10,20,8,4,11,9,6,9,13,6,4,17,2,3,0,27,32,26,0,0,0,0,0,0,28,0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,43.27858167494671,0.0
10531---2499766,4,9,6,2,1,1,9,11,10,13,13,3,7,3,9,4,6,3,0,19,8,4,1,30,29,19,0,0,0,0,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531---2499777,4,15,13,2,0,2,4,19,12,18,16,8,5,15,9,8,6,4,2,32,2,4,0,35,42,29,0,0,0,0,0,0,18,0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,22.389433914314544,1.0
10531---2499788,8,13,8,0,6,2,4,24,18,15,23,2,2,8,4,8,12,5,6,29,3,8,2,46,40,14,0,0,0,0,0,0,25,0,1.0,4.0,1.0,0.0,5.0,1.0,1.0,2.0,3.0,30.109082489864083,1.0
10531---2499796,1,6,3,0,3,2,8,16,22,17,19,10,6,13,5,11,12,8,1,10,8,5,0,46,46,24,1,0,0,0,0,0,31,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.02913073429028,0.0
10531---2499806,4,10,3,1,2,0,4,18,19,17,16,6,4,11,4,10,16,6,5,17,3,3,0,41,39,19,0,0,0,0,0,0,32,0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,27.0667163756985,0.0
10531---2499810,7,7,3,3,4,0,6,21,4,11,5,3,6,3,0,12,5,3,2,17,4,7,1,31,19,9,0,0,0,0,0,0,20,0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,20.653323061113568,0.0
10531---2499826,2,14,11,2,5,2,2,9,16,11,10,6,4,15,7,12,6,6,6,27,11,9,0,27,27,26,0,0,0,1,0,0,24,0,3.0,2.0,1.0,0.0,6.0,0.0,1.0,2.0,3.0,37.673766675426414,1.0
10531---2499832,6,11,5,0,6,1,6,25,17,15,12,7,6,4,3,9,6,2,7,22,10,7,1,48,34,13,0,0,0,0,0,0,17,0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,3.0,3.0,31.469563496302914,0.0
10531---2499846,4,12,5,0,4,2,5,11,14,14,15,14,8,5,4,10,7,3,5,21,7,6,0,30,43,17,1,0,0,0,0,0,20,0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,30.118473204683447,0.0
10531---2499855,4,5,7,1,1,0,5,17,16,16,8,3,10,5,4,6,9,6,4,16,9,2,0,38,27,19,0,0,0,0,0,0,21,0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,31.366626676576345,0.0
10531---2499866,8,8,6,0,4,2,4,14,13,22,15,12,8,8,6,10,6,2,10,22,4,6,0,31,49,22,0,0,0,0,0,0,18,0,5.0,4.0,1.0,0.0,10.0,0.0,4.0,1.0,5.0,30.193699758905545,1.0
10531---2499876,10,13,7,1,3,0,9,17,21,18,22,5,5,8,3,8,6,7,7,30,9,4,1,47,45,16,0,0,1,0,0,0,21,0,1.0,6.0,0.0,0.0,6.0,1.0,1.0,3.0,3.0,30.403892805563494,0.0
10531---2499881,2,6,3,2,2,0,8,15,18,15,11,4,6,8,5,7,8,3,4,11,4,4,2,41,30,19,0,0,0,0,0,0,18,0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,25.256209613078063,0.0
10531---2499893,7,10,2,0,4,1,4,11,21,12,14,4,8,10,6,13,8,1,4,19,6,5,0,36,30,24,1,1,0,0,0,0,22,0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,26.441638839791942,0.0
10531---2499907,4,5,7,1,5,1,5,12,20,20,20,3,6,13,8,17,14,4,10,16,9,7,0,37,43,27,0,0,0,0,0,0,35,0,3.0,5.0,2.0,0.0,7.0,3.0,6.0,0.0,4.0,29.114709459963677,0.0
10531---2499913,1,4,3,1,1,0,10,15,7,21,14,4,2,8,1,10,4,5,0,8,5,2,0,32,39,11,0,0,0,0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531---2499927,1,10,7,2,3,0,6,23,13,17,18,4,5,15,5,7,9,1,5,18,4,5,1,42,39,25,0,0,0,0,0,0,17,0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,30.62331547889924,0.0
10531---2499937,3,10,8,2,3,0,13,26,10,26,14,1,3,11,8,14,10,3,3,21,2,5,0,49,41,22,1,0,0,0,0,0,27,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,28.556354990469895,0.0
10531---2499945,8,27,2,0,1,1,9,13,12,9,9,3,9,11,3,13,6,4,0,37,10,2,1,34,21,23,0,0,0,0,0,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531---2499957,7,9,5,1,1,1,11,27,8,18,8,1,10,4,2,12,4,3,5,21,11,3,0,46,27,16,0,0,0,0,0,0,19,0,2.0,2.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,18.020855461110852,1.0
10531---2499960,1,3,3,0,3,0,6,14,7,7,9,2,8,9,4,11,8,1,3,7,8,3,0,27,18,21,0,0,0,0,0,0,20,0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,35.678393956577715,0.0
10531---2499974,6,7,2,1,3,0,6,20,12,13,17,6,2,12,7,12,9,7,5,15,5,4,1,38,36,21,0,0,0,0,0,0,28,0,1.0,3.0,1.0,0.0,5.0,0.0,2.0,1.0,2.0,29.586375696289984,1.0
10531---2499986,14,15,6,1,3,1,2,13,14,17,7,5,8,8,7,12,8,7,19,35,4,5,1,29,29,23,0,0,0,0,0,0,27,0,3.0,14.0,2.0,0.0,15.0,4.0,6.0,9.0,4.0,27.911836890608463,0.0
10531---2499991,3,8,7,0,1,0,2,7,15,22,11,9,6,7,7,14,17,10,1,18,4,1,1,24,42,20,1,0,0,0,0,0,41,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.197260145431457,0.0
10531---2500006,3,14,1,0,6,1,0,23,15,17,15,9,8,6,8,6,8,6,4,18,3,7,0,38,41,22,0,0,0,0,0,0,20,0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,26.769664501859495,0.0
10531---2500013,7,7,8,1,0,0,6,6,3,18,5,1,3,1,1,10,2,4,2,22,24,1,3,15,24,5,0,0,0,0,0,1,16,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,33.53808230537888,0.0
10531---2500026,7,19,15,0,2,2,5,16,21,13,10,3,8,17,14,4,7,3,4,41,3,4,0,42,26,39,0,0,0,0,0,0,14,0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,19.53174259568915,0.0
10531---2500034,4,9,1,3,3,4,17,8,7,19,15,6,4,2,2,11,4,1,6,14,6,10,0,32,40,8,0,0,0,0,0,0,16,0,2.0,3.0,1.0,0.0,5.0,1.0,3.0,2.0,1.0,23.15696169482598,1.0
10531---2500048,9,6,4,0,1,1,4,9,10,11,13,2,4,7,4,13,8,3,4,19,10,2,1,23,26,15,0,0,0,0,0,0,24,0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,25.30622622301525,0.0
10531---2500056,6,10,19,2,3,1,3,14,17,16,26,6,4,13,7,10,5,7,6,35,2,6,0,34,48,24,0,0,0,0,0,0,22,0,2.0,4.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,32.13504829561427,0.0
10531---2500065,2,8,3,1,1,1,6,16,7,12,9,4,2,8,2,8,3,1,4,13,6,3,0,29,25,12,0,0,0,0,0,0,12,0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,25.038049158527862,1.0
10531---2500076,3,7,2,1,2,2,3,10,16,16,14,15,6,8,11,16,16,6,4,12,3,5,1,29,45,25,1,0,0,0,0,0,38,0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,39.0103380392885,0.0
10531---2500079,6,15,19,0,3,1,5,14,14,17,16,4,7,17,8,6,8,2,7,40,11,4,1,33,37,32,0,0,0,0,0,0,16,0,1.0,5.0,1.0,0.0,7.0,0.0,1.0,2.0,4.0,34.08224323026992,1.0
10531---2500096,2,5,9,0,2,2,2,9,36,6,12,17,3,7,11,10,12,8,12,16,1,4,0,47,35,21,2,0,0,0,0,0,30,0,1.0,10.0,1.0,0.0,11.0,1.0,6.0,1.0,5.0,28.38462090093974,1.0
1609---2499719,11,8,3,0,3,2,8,14,18,17,18,3,13,12,5,11,7,4,3,22,8,5,0,40,38,30,0,0,0,0,0,0,22,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,40.23445050163769,0.0
1609---2499735,7,5,2,1,3,2,5,10,16,10,10,6,3,8,4,6,14,7,5,14,4,6,1,31,26,15,0,0,0,0,0,0,27,0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,24.20721863808259,0.0
1609---2499743,1,9,2,2,3,2,4,12,19,20,14,10,1,10,13,8,7,6,2,12,5,7,0,35,44,24,1,0,0,0,0,0,21,0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.99660280203155,0.0
1609---2499749,8,14,2,1,6,0,7,12,8,22,17,9,9,16,2,4,9,8,6,24,6,7,0,27,48,27,1,0,0,0,0,0,21,0,1.0,2.0,3.0,0.0,4.0,2.0,2.0,4.0,0.0,25.19975556854075,1.0
1609---2499760,4,11,4,1,3,1,5,17,19,20,31,12,1,4,13,8,17,5,6,19,5,5,2,41,63,18,0,0,0,0,0,0,30,0,1.0,4.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,25.107198406192868,1.0
1609---2499769,9,15,1,0,2,2,8,12,19,10,15,9,6,8,10,3,4,5,6,25,3,4,0,39,34,24,1,1,0,0,0,0,12,0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,1.0,3.0,28.97746159816808,0.0
1609---2499780,13,13,0,1,2,0,1,5,10,13,11,7,1,0,4,10,11,6,5,26,5,3,6,16,31,5,0,0,0,0,0,0,27,0,0.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,35.012771383666745,1.0
1609---2499798,14,19,1,1,2,2,1,17,14,19,14,11,6,9,2,4,4,4,2,34,9,5,1,32,44,17,0,0,0,0,0,0,12,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,37.647584908639395,0.0
1609---2499800,11,5,4,3,3,2,11,12,13,15,15,1,7,10,4,8,9,9,6,20,9,8,0,36,31,21,1,0,0,0,0,0,26,0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,28.578571193733854,0.0
1609---2499810,3,7,7,0,6,1,3,5,13,4,21,6,0,3,6,7,6,2,0,17,7,7,0,21,31,9,0,0,0,0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609---2499822,1,0,2,0,2,3,9,21,13,14,10,8,7,10,4,5,5,3,0,3,8,5,0,43,32,21,0,0,0,1,0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609---2499830,4,14,11,1,2,5,5,18,16,26,23,10,5,11,3,11,5,3,2,29,17,8,1,39,59,19,0,0,0,0,0,0,19,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,34.85407454596684,0.0
1609---2499839,13,10,4,3,4,2,6,20,15,16,15,6,10,14,3,11,18,4,1,27,4,9,0,41,37,27,0,0,0,0,0,0,33,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,22.22791038311968,0.0
1609---2499850,5,12,2,2,2,0,6,17,14,14,24,12,2,8,5,6,9,2,3,19,5,4,2,37,50,15,0,0,0,0,0,0,17,0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,31.6205970422288,0.0
1609---2499860,2,9,12,0,2,1,4,13,23,16,18,9,5,7,5,6,5,6,4,23,0,3,0,40,43,17,0,0,0,0,0,0,17,0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,36.4502175928144,0.0
1609---2499875,9,0,6,1,6,0,5,14,19,14,12,11,7,7,3,6,15,9,3,15,3,7,0,38,37,17,0,0,0,0,0,0,30,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,24.115454500553728,0.0
1609---2499882,7,13,1,2,2,1,5,15,21,15,13,7,9,8,4,11,7,10,2,21,5,5,0,41,35,21,0,0,0,0,0,0,28,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,23.921998740923716,0.0
1609---2499890,8,16,1,0,6,0,7,18,32,8,31,4,4,11,4,3,17,11,4,25,4,6,1,57,43,19,1,0,0,0,0,0,31,0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,20.834003574950803,0.0
1609---2499899,3,7,3,0,2,1,10,23,18,23,25,7,3,15,5,8,8,7,3,13,6,3,1,51,55,23,1,0,0,0,0,0,23,0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,39.27601492272146,0.0
1609---2499911,8,13,2,1,5,1,9,19,16,34,19,6,3,10,4,11,8,7,6,23,12,7,0,44,59,17,0,0,0,0,0,0,26,0,3.0,2.0,1.0,0.0,5.0,1.0,3.0,1.0,2.0,28.738863846414134,1.0
1609---2499928,9,11,2,2,1,2,6,19,17,17,15,6,6,5,5,12,5,8,5,22,7,5,2,42,38,16,1,0,0,0,0,0,25,0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,33.09968467502517,1.0
1609---2499929,3,7,2,4,3,1,10,17,16,22,12,10,9,10,4,9,6,4,5,12,3,8,1,43,44,23,0,0,0,0,0,0,19,0,1.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,17.47707413174442,0.0
1609---2499939,10,19,6,0,3,3,11,18,15,29,14,8,12,20,9,12,19,11,4,35,9,6,1,44,51,41,0,0,0,0,0,0,42,0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,34.85758358490671,0.0
1609---2499949,8,12,3,0,3,2,8,16,19,15,16,8,3,13,10,19,18,6,3,23,6,5,0,43,39,26,0,0,0,0,0,0,43,0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,14.71753598299985,1.0
1609---2499960,3,3,1,0,2,0,2,9,6,7,14,6,4,9,8,5,6,8,3,7,4,2,1,17,27,21,1,0,0,1,0,0,19,0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,21.983223286075827,1.0
1609---2499970,11,6,5,2,4,0,12,15,9,29,11,4,8,5,7,16,8,7,5,22,8,6,1,36,44,20,0,0,0,0,0,0,31,0,2.0,2.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,29.185691669822177,1.0
1609---2499987,6,4,1,1,2,0,10,16,9,23,16,1,9,14,1,11,8,2,5,11,5,3,1,35,40,24,0,0,0,0,0,0,21,0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,27.572115522291732,1.0
1609---2499990,1,5,3,1,5,2,3,14,16,21,29,10,3,11,11,3,18,7,5,9,4,8,0,33,60,25,0,0,0,0,0,0,28,0,0.0,3.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,14.365594529196972,2.0
1609---2499999,6,9,5,1,5,0,7,18,17,8,13,6,8,4,2,10,27,11,5,20,3,6,0,42,27,14,0,0,0,0,0,0,48,0,2.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,33.1872132045516,0.0
1609---2500010,9,5,0,2,2,0,6,12,8,18,21,4,1,4,4,11,11,5,4,14,10,4,1,26,43,9,0,0,0,1,0,0,27,0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,31.423994777828423,0.0
1609---2500022,4,10,2,3,2,0,4,21,16,25,19,5,7,9,3,12,7,9,8,16,8,5,0,41,49,19,0,0,0,0,0,0,28,0,1.0,7.0,0.0,0.0,7.0,1.0,2.0,4.0,2.0,27.521361816850764,0.0
1609---2500029,9,8,2,2,2,2,5,15,7,17,19,6,9,8,1,14,18,7,5,19,7,6,3,27,42,18,0,0,0,0,0,0,39,0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,36.07063875647936,0.0
1609---2500040,5,11,6,0,3,2,6,10,10,12,13,4,10,12,4,9,11,3,6,22,10,5,2,26,29,26,0,0,0,0,0,0,23,0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,1.0,3.0,35.07536682382649,0.0
1609---2500054,11,6,11,1,4,0,13,16,11,12,25,5,9,19,6,8,10,16,4,28,6,5,0,40,42,34,0,0,0,0,0,0,34,0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,26.77433881783495,1.0
1609---2500060,6,3,0,0,4,2,4,7,27,4,11,11,6,7,11,6,20,11,1,9,5,6,1,38,26,24,0,1,0,0,0,0,37,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,22.768399153212332,0.0
1609---2500073,5,2,0,2,1,1,10,16,7,21,17,7,10,9,1,13,6,6,7,7,9,4,1,33,45,20,1,0,0,0,0,0,25,0,4.0,3.0,0.0,0.0,7.0,0.0,3.0,2.0,2.0,25.110318073411953,0.0
1609---2500080,4,7,3,2,3,0,1,9,13,8,14,5,4,4,4,11,21,15,2,14,6,5,1,23,27,12,0,0,0,0,0,0,47,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,33.07523790288562,0.0
1609---2500091,6,12,1,3,2,1,8,26,8,21,16,1,12,9,6,11,13,8,4,19,17,6,0,42,38,27,0,0,0,0,0,0,32,0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,22.05875114668963,0.0
1610---2499721,9,7,7,1,2,2,6,14,10,9,9,1,5,10,4,13,14,6,2,23,1,5,0,30,19,19,1,0,0,1,0,0,33,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,29.463307888984723,1.0
1610---2499737,4,9,2,4,6,1,5,18,14,15,17,6,8,10,9,12,9,3,7,15,14,11,3,37,38,27,0,0,0,1,0,0,24,0,2.0,5.0,0.0,0.0,6.0,1.0,1.0,2.0,4.0,32.33465107216275,0.0
1610---2499740,5,5,0,1,2,3,6,19,19,10,10,6,8,10,6,12,2,6,9,10,8,6,0,44,26,24,0,0,0,0,0,0,20,0,3.0,4.0,2.0,0.0,8.0,1.0,4.0,2.0,3.0,27.502739181137297,2.0
1610---2499753,2,7,3,3,3,0,7,14,25,19,13,5,3,6,5,17,16,9,8,12,7,6,2,46,37,14,0,0,0,0,0,0,42,0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,39.29463768963917,0.0
1610---2499760,4,10,4,2,3,3,7,27,21,11,17,5,10,4,1,9,4,3,2,18,9,8,0,55,33,15,0,0,0,1,0,0,16,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,21.986196132985096,0.0
1610---2499776,4,10,1,2,1,3,14,15,12,28,13,7,4,9,1,16,5,2,6,15,5,6,0,41,48,14,1,0,0,0,0,0,23,0,2.0,3.0,1.0,0.0,5.0,1.0,2.0,2.0,2.0,26.15543475806373,1.0
1610---2499781,1,10,3,3,1,0,6,21,11,18,8,2,11,12,3,9,2,3,2,14,6,4,0,38,28,26,0,0,0,0,0,0,14,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,42.44242201646978,0.0
1610---2499791,4,6,5,1,0,3,3,35,21,17,29,10,8,10,7,15,16,7,2,15,6,4,0,59,56,25,0,0,0,0,0,0,38,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,36.89103051663006,0.0
1610---2499799,9,11,3,4,3,0,4,23,18,25,16,5,9,15,5,10,15,6,4,23,12,7,0,45,46,29,0,0,0,0,0,0,31,0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,23.581295395964474,0.0
1610---2499809,2,5,6,0,3,1,8,9,13,17,17,9,6,7,9,5,11,3,4,13,4,4,1,30,43,22,0,0,0,0,0,0,19,0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,33.34471757032155,0.0
1610---2499819,2,9,3,0,1,4,13,33,27,21,16,8,6,12,7,7,7,6,10,14,8,5,2,73,45,25,0,0,0,0,0,0,20,0,2.0,7.0,1.0,0.0,8.0,2.0,9.0,0.0,1.0,20.509903370942332,0.0
1610---2499838,4,6,6,2,3,0,8,11,22,29,18,11,6,18,1,4,12,9,3,16,4,5,0,41,58,25,1,0,0,0,0,0,25,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,33.31683240292083,0.0
1610---2499842,3,6,5,1,0,0,5,23,21,28,18,6,6,9,10,12,4,7,8,14,2,1,1,49,52,25,1,0,0,0,0,0,23,0,3.0,5.0,0.0,0.0,7.0,1.0,2.0,4.0,2.0,28.29149042272266,0.0
1610---2499855,7,5,4,0,1,2,4,8,16,16,16,5,4,7,9,7,4,10,0,16,2,3,0,28,37,20,0,0,0,0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610---2499862,5,8,4,2,2,2,6,18,27,15,16,8,2,8,6,6,10,5,12,17,2,6,0,51,39,16,0,0,0,0,0,0,21,0,2.0,8.0,2.0,0.0,9.0,3.0,6.0,4.0,2.0,21.869007643971628,1.0
1610---2499878,5,5,4,1,4,2,3,11,13,19,27,5,3,13,4,10,6,4,11,14,3,7,0,27,51,20,0,0,0,0,0,0,20,0,3.0,8.0,0.0,0.0,11.0,0.0,5.0,5.0,1.0,21.605467120840324,0.0
1610---2499880,1,5,3,0,2,0,2,8,17,4,7,5,5,8,4,6,2,3,4,9,3,2,0,27,16,17,0,0,0,0,0,0,11,0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,27.108386898756898,1.0
1610---2499892,2,6,2,0,2,1,8,12,32,7,12,6,8,7,7,6,6,9,7,10,3,3,0,52,25,22,0,0,0,0,0,1,21,0,2.0,5.0,0.0,0.0,5.0,2.0,2.0,1.0,4.0,30.389230746070762,0.0
1610---2499902,10,8,7,0,1,1,8,20,23,11,10,4,12,15,8,9,10,9,3,25,3,2,1,51,25,35,1,0,0,0,0,0,28,0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,9.863950994311013,2.0
1610---2499910,2,7,3,0,0,2,3,6,23,5,14,4,1,5,4,9,14,7,3,12,3,2,0,32,23,10,0,0,0,0,0,0,30,0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,28.872843267254794,0.0
1610---2499920,2,4,0,0,1,0,6,14,19,5,16,4,5,3,7,11,9,5,4,6,0,1,2,39,25,15,0,0,0,0,0,0,25,0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,27.94461102291387,1.0
1610---2499929,2,6,3,1,2,1,10,13,20,15,17,10,4,10,9,10,9,4,3,11,3,4,0,43,42,23,0,0,0,0,0,0,23,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,36.34660726568921,0.0
1610---2499940,3,8,1,1,5,1,4,12,18,19,15,4,7,10,4,13,5,4,4,12,2,7,0,34,38,21,1,0,0,0,0,0,22,0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,29.699293216605568,0.0
1610---2499950,4,6,1,0,2,1,10,19,16,10,18,2,8,5,2,11,5,6,9,11,5,3,0,45,30,15,0,0,0,0,0,0,22,0,3.0,5.0,1.0,0.0,7.0,2.0,3.0,3.0,3.0,27.835062904933444,1.0
1610---2499962,0,11,7,0,2,1,8,31,23,11,19,2,7,8,4,4,7,1,4,18,9,3,0,62,32,19,0,0,0,0,0,0,12,0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,37.38900394108582,0.0
1610---2499977,5,6,3,1,2,1,10,23,11,20,17,4,4,11,1,11,9,1,3,14,2,4,1,44,41,16,0,1,0,0,0,0,21,0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,19.532759588115972,0.0
1610---2499979,9,10,2,0,6,1,10,29,20,19,18,9,9,16,4,6,6,13,6,21,10,7,1,59,46,29,0,0,0,0,0,0,25,0,1.0,5.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,28.25374444449788,0.0
1610---2499996,2,5,1,0,3,2,4,21,27,23,17,3,3,12,4,14,10,6,7,8,7,5,1,52,43,19,0,0,0,0,0,0,30,0,5.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0,3.0,30.124087559393214,0.0
1610---2500004,0,3,1,2,4,2,13,12,9,22,9,3,3,8,0,12,6,1,7,4,4,8,0,34,34,11,1,0,0,0,0,0,19,0,3.0,3.0,1.0,0.0,6.0,1.0,3.0,3.0,1.0,24.986751217567786,1.0
1610---2500011,1,7,7,1,0,2,5,10,22,24,14,6,8,10,6,12,7,8,12,15,1,3,1,37,44,24,0,0,0,0,0,0,27,0,4.0,7.0,1.0,0.0,12.0,0.0,3.0,7.0,2.0,26.29903405139588,1.0
1610---2500020,18,19,1,1,5,2,6,24,17,16,18,3,11,10,2,12,14,7,6,38,3,8,1,47,37,23,1,0,0,0,0,0,33,0,1.0,4.0,1.0,0.0,6.0,0.0,2.0,1.0,3.0,35.20876696530722,1.0
1610---2500031,5,4,3,0,1,2,7,20,17,12,19,11,11,14,4,13,13,7,4,12,8,3,0,44,42,29,0,0,0,0,0,0,33,0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,18.471990066409774,2.0
1610---2500042,4,9,4,1,5,0,6,13,30,17,26,9,3,3,10,8,15,16,17,17,4,6,0,49,52,16,0,0,0,0,0,0,39,0,3.0,9.0,5.0,0.0,14.0,3.0,8.0,2.0,7.0,28.70284641162212,4.0
1610---2500055,5,8,3,3,2,1,6,15,10,14,12,4,6,14,1,10,13,5,3,16,3,6,0,31,30,21,0,0,0,0,0,0,28,0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,32.69951549110503,0.0
