,ABAB,ABCA,ABCB,ABCD,Total_Passes,High_pass_Ratio_Total,Low_pass_Ratio_Total,Smart_pass_Ratio_Total,High_pass_Ratio_Zone2,Low_pass_Ratio_Zone2,High_pass_Ratio_Zone3,Low_pass_Ratio_Zone3,High_pass_Ratio_Zone1,Low_pass_Ratio_Zone1,Backward Pass_Zone_1 Ratio,Backward Pass_Zone_2 Ratio,Backward Pass_Zone_3 Ratio,Forward Pass_Zone_1 Ratio,Forward Pass_Zone_2 Ratio,Forward Pass_Zone_3 Ratio,Side Pass_Zone_1 Ratio,Side Pass_Zone_2 Ratio,Side Pass_Zone_3 Ratio,Backward Pass Ratio,Forward Pass Ratio,Side Pass Ratio,Short Ratio,Middle Ratio,Long Ratio,average_pass_length,Total Shots,Far Shots Ratio,Middle Distance Shots Ratio Ratio,Near Shots Ratio,Connectivity
2449---2516797,0.04583333333333333,0.06666666666666667,0.075,0.8125,243,0.15637860082304528,0.8436213991769548,0.0,0.1223021582733813,0.8776978417266187,0.1875,0.8125,0.20454545454545456,0.7954545454545454,0.0205761316872428,0.08641975308641975,0.012345679012345678,0.1440329218106996,0.22633744855967078,0.00823045267489712,0.19753086419753085,0.25925925925925924,0.04526748971193416,0.11934156378600823,0.3786008230452675,0.5020576131687243,0.29218106995884774,0.36213991769547327,0.345679012345679,24.031808883397087,2.0,0.5,0.0,0.5,4.406593406593407
2449---2516805,0.035483870967741936,0.06451612903225806,0.06129032258064516,0.8387096774193549,313,0.06070287539936102,0.9297124600638977,0.009584664536741214,0.0213903743315508,0.9732620320855615,0.20930232558139536,0.7441860465116279,0.07228915662650602,0.927710843373494,0.01597444089456869,0.07987220447284345,0.051118210862619806,0.09904153354632587,0.16613418530351437,0.019169329073482427,0.1501597444089457,0.3514376996805112,0.0670926517571885,0.14696485623003194,0.28434504792332266,0.5686900958466453,0.2364217252396166,0.4728434504792332,0.29073482428115016,22.56847460636609,3.0,0.3333333333333333,0.0,0.6666666666666666,5.670329670329671
2449---2516815,0.03745318352059925,0.08239700374531835,0.08614232209737828,0.7940074906367042,270,0.12962962962962962,0.8666666666666667,0.003703703703703704,0.09243697478991597,0.907563025210084,0.21428571428571427,0.7619047619047619,0.13761467889908258,0.8623853211009175,0.04814814814814815,0.08518518518518518,0.05185185185185185,0.15185185185185185,0.13333333333333333,0.037037037037037035,0.2037037037037037,0.2222222222222222,0.06666666666666667,0.18518518518518517,0.32222222222222224,0.4925925925925926,0.2777777777777778,0.37777777777777777,0.34444444444444444,25.952220272197714,6.0,0.6666666666666666,0.0012345679012345679,0.0,4.406593406593407
2449---2516824,0.025735294117647058,0.08455882352941177,0.08455882352941177,0.8051470588235294,275,0.18181818181818182,0.8109090909090909,0.007272727272727273,0.16129032258064516,0.8306451612903226,0.2037037037037037,0.7777777777777778,0.1958762886597938,0.8041237113402062,0.025454545454545455,0.09090909090909091,0.05818181818181818,0.16,0.18181818181818182,0.03636363636363636,0.16727272727272727,0.1781818181818182,0.10181818181818182,0.17454545454545456,0.3781818181818182,0.44727272727272727,0.28363636363636363,0.3490909090909091,0.36727272727272725,25.415964801406194,5.0,0.2,0.0014545454545454547,0.4,5.417582417582418
2449---2516832,0.046218487394957986,0.07983193277310924,0.09663865546218488,0.7773109243697479,241,0.1037344398340249,0.8755186721991701,0.02074688796680498,0.06306306306306306,0.9369369369369369,0.08,0.76,0.1523809523809524,0.8380952380952381,0.02074688796680498,0.07883817427385892,0.024896265560165973,0.1908713692946058,0.17012448132780084,0.024896265560165973,0.22406639004149378,0.21161825726141079,0.05394190871369295,0.12448132780082988,0.38589211618257263,0.4896265560165975,0.2946058091286307,0.3278008298755187,0.3775933609958506,24.246626518972253,2.0,0.0,0.002074688796680498,0.5,4.846153846153846
2449---2516842,0.042105263157894736,0.07368421052631578,0.07017543859649122,0.8140350877192982,288,0.1284722222222222,0.8472222222222222,0.024305555555555556,0.045112781954887216,0.924812030075188,0.12195121951219512,0.8048780487804879,0.22807017543859648,0.7719298245614035,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.21875,0.1527777777777778,0.03125,0.14930555555555555,0.22569444444444445,0.05555555555555555,0.16666666666666666,0.4027777777777778,0.4305555555555556,0.1875,0.4097222222222222,0.4027777777777778,27.11656324787105,6.0,0.16666666666666666,0.0023148148148148147,0.16666666666666666,6.012820512820513
2449---2516847,0.018957345971563982,0.08056872037914692,0.07582938388625593,0.8246445497630331,214,0.16355140186915887,0.8037383177570093,0.03271028037383177,0.0970873786407767,0.9029126213592233,0.21568627450980393,0.6666666666666666,0.23333333333333334,0.75,0.014018691588785047,0.06074766355140187,0.014018691588785047,0.16355140186915887,0.16355140186915887,0.04672897196261682,0.102803738317757,0.2570093457943925,0.17757009345794392,0.08878504672897196,0.37383177570093457,0.5373831775700935,0.29906542056074764,0.37850467289719625,0.32242990654205606,23.644119180693515,6.0,0.16666666666666666,0.002336448598130841,0.3333333333333333,4.791208791208791
2449---2516861,0.02734375,0.0625,0.05859375,0.8515625,259,0.0888030888030888,0.8996138996138996,0.011583011583011582,0.045112781954887216,0.9473684210526315,0.1346153846153846,0.8269230769230769,0.13513513513513514,0.8648648648648649,0.019305019305019305,0.07335907335907337,0.06563706563706563,0.14285714285714285,0.15057915057915058,0.06563706563706563,0.12355212355212356,0.28957528957528955,0.0694980694980695,0.1583011583011583,0.3590733590733591,0.4826254826254826,0.416988416988417,0.35135135135135137,0.23166023166023167,22.229845145811872,7.0,0.42857142857142855,0.001654715940430226,0.14285714285714285,6.858974358974359
2449---2516868,0.00784313725490196,0.058823529411764705,0.054901960784313725,0.8784313725490196,258,0.09689922480620156,0.8837209302325582,0.01937984496124031,0.06557377049180328,0.9180327868852459,0.12195121951219512,0.8048780487804879,0.12631578947368421,0.8736842105263158,0.03875968992248062,0.1124031007751938,0.003875968992248062,0.16279069767441862,0.14728682170542637,0.050387596899224806,0.16666666666666666,0.2131782945736434,0.10465116279069768,0.15503875968992248,0.36046511627906974,0.4844961240310077,0.31007751937984496,0.32945736434108525,0.36046511627906974,23.055511650160586,4.0,0.25,0.0029069767441860465,0.0,6.318681318681318
2449---2516878,0.015267175572519083,0.07251908396946564,0.07633587786259542,0.8358778625954199,265,0.13584905660377358,0.8490566037735849,0.01509433962264151,0.07377049180327869,0.9098360655737705,0.13157894736842105,0.8157894736842105,0.20952380952380953,0.7904761904761904,0.03018867924528302,0.07547169811320754,0.022641509433962263,0.19622641509433963,0.13962264150943396,0.045283018867924525,0.16981132075471697,0.24528301886792453,0.07547169811320754,0.12830188679245283,0.38113207547169814,0.49056603773584906,0.33584905660377357,0.37358490566037733,0.29056603773584905,21.79430215832831,1.0,0.0,0.0,1.0,6.102564102564102
2449---2516888,0.014035087719298246,0.07719298245614035,0.08421052631578947,0.8245614035087719,288,0.20833333333333334,0.7777777777777778,0.013888888888888888,0.13008130081300814,0.8455284552845529,0.2982456140350877,0.6842105263157895,0.25,0.75,0.041666666666666664,0.05555555555555555,0.020833333333333332,0.17708333333333334,0.21180555555555555,0.03819444444444445,0.15625,0.1597222222222222,0.1388888888888889,0.11805555555555555,0.4270833333333333,0.4548611111111111,0.3368055555555556,0.3368055555555556,0.3263888888888889,23.541955289523454,5.0,0.2,0.0006944444444444445,0.6,5.934065934065934
2449---2516893,0.034482758620689655,0.09578544061302682,0.08812260536398467,0.7816091954022989,264,0.13257575757575757,0.8636363636363636,0.003787878787878788,0.13114754098360656,0.8688524590163934,0.10714285714285714,0.8571428571428571,0.14035087719298245,0.8596491228070176,0.026515151515151516,0.08333333333333333,0.026515151515151516,0.20075757575757575,0.1590909090909091,0.026515151515151516,0.20454545454545456,0.2196969696969697,0.05303030303030303,0.13636363636363635,0.38636363636363635,0.4772727272727273,0.32196969696969696,0.3977272727272727,0.2803030303030303,22.484425157139277,4.0,0.25,0.001893939393939394,0.25,4.7032967032967035
2449---2516906,0.04482758620689655,0.05172413793103448,0.06551724137931035,0.8379310344827586,293,0.10238907849829351,0.89419795221843,0.0034129692832764505,0.05217391304347826,0.9391304347826087,0.1,0.9,0.1484375,0.8515625,0.023890784982935155,0.07849829351535836,0.05802047781569966,0.18771331058020477,0.11262798634812286,0.027303754266211604,0.22525597269624573,0.20136518771331058,0.08532423208191127,0.16040955631399317,0.32764505119453924,0.5119453924914675,0.39590443686006827,0.36860068259385664,0.2354948805460751,21.51464494246076,2.0,0.5,0.0017064846416382253,0.0,5.791208791208791
2449---2516918,0.02531645569620253,0.08860759493670886,0.08016877637130802,0.8059071729957806,240,0.10833333333333334,0.8708333333333333,0.020833333333333332,0.0,0.9662921348314607,0.075,0.875,0.2072072072072072,0.7927927927927928,0.025,0.05416666666666667,0.03333333333333333,0.22916666666666666,0.1,0.025,0.20833333333333334,0.21666666666666667,0.10833333333333334,0.1125,0.3541666666666667,0.5333333333333333,0.2708333333333333,0.3416666666666667,0.3875,24.459983498144105,4.0,0.5,0.0020833333333333333,0.0,6.285714285714286
2449---2516923,0.003745318352059925,0.0749063670411985,0.0749063670411985,0.846441947565543,270,0.1259259259259259,0.8555555555555555,0.018518518518518517,0.05309734513274336,0.9292035398230089,0.19298245614035087,0.7543859649122807,0.17,0.83,0.02962962962962963,0.1037037037037037,0.07037037037037037,0.17407407407407408,0.13333333333333333,0.040740740740740744,0.16666666666666666,0.1814814814814815,0.1,0.2037037037037037,0.34814814814814815,0.44814814814814813,0.3814814814814815,0.2851851851851852,0.3333333333333333,24.988114563155573,6.0,0.16666666666666666,0.0024691358024691358,0.16666666666666666,6.791208791208791
2449---2516928,0.025362318840579712,0.09057971014492754,0.09057971014492754,0.7934782608695652,279,0.1111111111111111,0.8817204301075269,0.007168458781362007,0.06451612903225806,0.9274193548387096,0.08620689655172414,0.896551724137931,0.18556701030927836,0.8144329896907216,0.025089605734767026,0.08243727598566308,0.02867383512544803,0.16487455197132617,0.12903225806451613,0.035842293906810034,0.15770609318996415,0.23297491039426524,0.14336917562724014,0.13620071684587814,0.32974910394265233,0.5340501792114696,0.35125448028673834,0.3763440860215054,0.2724014336917563,21.592699389918952,1.0,0.0,0.0035842293906810036,0.0,6.576923076923077
2449---2516941,0.030456852791878174,0.09137055837563451,0.08629441624365482,0.7918781725888325,200,0.21,0.775,0.015,0.15789473684210525,0.8210526315789474,0.10714285714285714,0.8571428571428571,0.3116883116883117,0.6883116883116883,0.025,0.08,0.065,0.245,0.21,0.01,0.115,0.185,0.065,0.17,0.465,0.365,0.255,0.325,0.42,29.128595704512442,3.0,0.0,0.003333333333333333,0.3333333333333333,4.087912087912088
2449---2516951,0.03861003861003861,0.06177606177606178,0.05791505791505792,0.8416988416988417,262,0.17557251908396945,0.8091603053435115,0.015267175572519083,0.1724137931034483,0.8189655172413793,0.075,0.85,0.2169811320754717,0.7830188679245284,0.022900763358778626,0.08015267175572519,0.022900763358778626,0.16412213740458015,0.14122137404580154,0.03435114503816794,0.21755725190839695,0.22137404580152673,0.09541984732824428,0.12595419847328243,0.33969465648854963,0.5343511450381679,0.31297709923664124,0.2862595419847328,0.40076335877862596,24.75760399244056,5.0,0.2,0.0022900763358778627,0.2,8.043956043956044
2449---2516959,0.04072398190045249,0.09049773755656108,0.09049773755656108,0.7782805429864253,224,0.10267857142857142,0.8928571428571429,0.004464285714285714,0.07692307692307693,0.9145299145299145,0.10810810810810811,0.8918918918918919,0.14285714285714285,0.8571428571428571,0.022321428571428572,0.09375,0.05803571428571429,0.13839285714285715,0.19642857142857142,0.03125,0.15178571428571427,0.23214285714285715,0.07589285714285714,0.17410714285714285,0.36607142857142855,0.45982142857142855,0.26339285714285715,0.4107142857142857,0.32589285714285715,23.890531433484774,1.0,0.0,0.004464285714285714,0.0,5.282051282051282
2449---2516970,0.05747126436781609,0.09195402298850575,0.1111111111111111,0.7394636015325671,264,0.13257575757575757,0.8522727272727273,0.015151515151515152,0.1,0.8833333333333333,0.14705882352941177,0.7941176470588235,0.16363636363636364,0.8363636363636363,0.03409090909090909,0.07954545454545454,0.026515151515151516,0.19696969696969696,0.1553030303030303,0.022727272727272728,0.1856060606060606,0.2196969696969697,0.07954545454545454,0.14015151515151514,0.375,0.48484848484848486,0.3939393939393939,0.2765151515151515,0.32954545454545453,22.49239652171318,2.0,0.5,0.001893939393939394,0.0,7.648351648351649
2449---2516981,0.012295081967213115,0.08196721311475409,0.08196721311475409,0.8237704918032787,247,0.12550607287449392,0.8623481781376519,0.012145748987854251,0.07,0.91,0.08333333333333333,0.8888888888888888,0.1891891891891892,0.8108108108108109,0.04048582995951417,0.08097165991902834,0.04048582995951417,0.17408906882591094,0.10931174089068826,0.016194331983805668,0.23481781376518218,0.2145748987854251,0.08906882591093117,0.16194331983805668,0.29959514170040485,0.5384615384615384,0.3562753036437247,0.3967611336032389,0.24696356275303644,21.074800866295696,1.0,0.0,0.0,1.0,4.978021978021978
2449---2516986,0.036923076923076927,0.07692307692307693,0.08307692307692308,0.803076923076923,328,0.11585365853658537,0.8628048780487805,0.021341463414634148,0.08465608465608465,0.8888888888888888,0.16129032258064516,0.7741935483870968,0.1574074074074074,0.8425925925925926,0.027439024390243903,0.09451219512195122,0.042682926829268296,0.11585365853658537,0.12804878048780488,0.009146341463414634,0.18597560975609756,0.35365853658536583,0.042682926829268296,0.16463414634146342,0.2530487804878049,0.5823170731707317,0.25609756097560976,0.40853658536585363,0.3353658536585366,25.172598160993736,7.0,0.2857142857142857,0.0013066202090592333,0.2857142857142857,6.010989010989011
2449---2516998,0.02510460251046025,0.09205020920502092,0.08786610878661087,0.7949790794979079,242,0.17355371900826447,0.8140495867768595,0.012396694214876033,0.06363636363636363,0.9181818181818182,0.14814814814814814,0.8148148148148148,0.29523809523809524,0.7047619047619048,0.04132231404958678,0.10743801652892562,0.02066115702479339,0.2727272727272727,0.17355371900826447,0.03305785123966942,0.11983471074380166,0.17355371900826447,0.05785123966942149,0.16942148760330578,0.4793388429752066,0.3512396694214876,0.2727272727272727,0.34297520661157027,0.384297520661157,26.07728445457317,3.0,0.0,0.002754820936639118,0.3333333333333333,5.769230769230769
2449---2517004,0.03255813953488372,0.06976744186046512,0.06046511627906977,0.8372093023255814,218,0.14220183486238533,0.8348623853211009,0.022935779816513763,0.0375,0.9375,0.16279069767441862,0.7674418604651163,0.22105263157894736,0.7789473684210526,0.027522935779816515,0.06880733944954129,0.045871559633027525,0.21100917431192662,0.1559633027522936,0.08256880733944955,0.19724770642201836,0.14220183486238533,0.06880733944954129,0.14220183486238533,0.44954128440366975,0.40825688073394495,0.38073394495412843,0.2981651376146789,0.3211009174311927,24.72426864102576,4.0,0.5,0.0011467889908256881,0.25,4.197802197802198
2449---2517011,0.012096774193548387,0.07258064516129033,0.06854838709677419,0.8467741935483871,251,0.16733067729083664,0.8007968127490039,0.03187250996015936,0.061946902654867256,0.911504424778761,0.20754716981132076,0.6981132075471698,0.2823529411764706,0.7176470588235294,0.035856573705179286,0.08764940239043825,0.03187250996015936,0.20717131474103587,0.16334661354581673,0.05179282868525897,0.09561752988047809,0.199203187250996,0.12749003984063745,0.1553784860557769,0.42231075697211157,0.42231075697211157,0.19123505976095617,0.3784860557768924,0.4302788844621514,26.922095808581084,14.0,0.35714285714285715,0.00199203187250996,0.14285714285714285,6.978021978021978
2449---2517023,0.04712041884816754,0.06806282722513089,0.07853403141361257,0.806282722513089,194,0.22164948453608246,0.7577319587628866,0.020618556701030927,0.11904761904761904,0.8452380952380952,0.20588235294117646,0.7941176470588235,0.34210526315789475,0.6447368421052632,0.015463917525773196,0.09278350515463918,0.07216494845360824,0.211340206185567,0.16494845360824742,0.030927835051546393,0.16494845360824742,0.17525773195876287,0.07216494845360824,0.18041237113402062,0.4072164948453608,0.41237113402061853,0.26288659793814434,0.31443298969072164,0.422680412371134,29.709632450991574,6.0,0.16666666666666666,0.002577319587628866,0.3333333333333333,4.769230769230769
2449---2517033,0.024630541871921183,0.06896551724137931,0.059113300492610835,0.8472906403940886,206,0.19902912621359223,0.7815533980582524,0.019417475728155338,0.13157894736842105,0.868421052631579,0.05660377358490566,0.8679245283018868,0.36363636363636365,0.6363636363636364,0.014563106796116505,0.043689320388349516,0.04854368932038835,0.22330097087378642,0.15048543689320387,0.05825242718446602,0.13592233009708737,0.17475728155339806,0.15048543689320387,0.10679611650485436,0.4320388349514563,0.46116504854368934,0.28640776699029125,0.36893203883495146,0.3446601941747573,25.402603564668382,8.0,0.625,0.0006067961165048543,0.25,4.945054945054945
2449---2517040,0.024822695035460994,0.10283687943262411,0.10638297872340426,0.7659574468085106,285,0.17192982456140352,0.7894736842105263,0.03859649122807018,0.08771929824561403,0.8596491228070176,0.16666666666666666,0.75,0.26126126126126126,0.7387387387387387,0.04912280701754386,0.07368421052631578,0.07368421052631578,0.1824561403508772,0.15789473684210525,0.04912280701754386,0.15789473684210525,0.16842105263157894,0.08771929824561403,0.19649122807017544,0.3894736842105263,0.41403508771929826,0.29473684210526313,0.3017543859649123,0.40350877192982454,27.760791921092792,5.0,0.2,0.0007017543859649123,0.6,7.065934065934066
2450---2516745,0.04591836734693878,0.07653061224489796,0.07142857142857142,0.8061224489795918,199,0.19095477386934673,0.7839195979899497,0.02512562814070352,0.0967741935483871,0.8817204301075269,0.1951219512195122,0.7317073170731707,0.3230769230769231,0.676923076923077,0.035175879396984924,0.05527638190954774,0.07537688442211055,0.19597989949748743,0.21105527638190955,0.02512562814070352,0.09547738693467336,0.20100502512562815,0.10552763819095477,0.1658291457286432,0.4321608040201005,0.4020100502512563,0.2864321608040201,0.2864321608040201,0.4271356783919598,30.932739915768302,8.0,0.125,0.00314070351758794,0.25,6.5256410256410255
2450---2516750,0.01875,0.11875,0.10625,0.75625,163,0.2085889570552147,0.7791411042944786,0.012269938650306749,0.140625,0.84375,0.11428571428571428,0.8571428571428571,0.328125,0.671875,0.018404907975460124,0.06748466257668712,0.018404907975460124,0.26380368098159507,0.2147239263803681,0.06748466257668712,0.11042944785276074,0.11042944785276074,0.12883435582822086,0.10429447852760736,0.5460122699386503,0.3496932515337423,0.3558282208588957,0.294478527607362,0.3496932515337423,26.057155773197454,4.0,0.75,0.0015337423312883436,0.0,4.175824175824176
2450---2516763,0.07051282051282051,0.04487179487179487,0.057692307692307696,0.8269230769230769,159,0.23270440251572327,0.7484276729559748,0.018867924528301886,0.27941176470588236,0.7058823529411765,0.16,0.76,0.21212121212121213,0.7878787878787878,0.03773584905660377,0.025157232704402517,0.050314465408805034,0.24528301886792453,0.2138364779874214,0.0440251572327044,0.1320754716981132,0.18867924528301888,0.06289308176100629,0.11320754716981132,0.5031446540880503,0.3836477987421384,0.29559748427672955,0.31446540880503143,0.389937106918239,27.040003454518033,2.0,0.5,0.0031446540880503146,0.0,4.43956043956044
2450---2516773,0.05027932960893855,0.055865921787709494,0.055865921787709494,0.8379888268156425,182,0.13186813186813187,0.8406593406593407,0.027472527472527472,0.06896551724137931,0.896551724137931,0.22580645161290322,0.7096774193548387,0.171875,0.828125,0.02197802197802198,0.04395604395604396,0.02197802197802198,0.19230769230769232,0.21978021978021978,0.027472527472527472,0.13736263736263737,0.21428571428571427,0.12087912087912088,0.08791208791208792,0.43956043956043955,0.4725274725274725,0.24175824175824176,0.3131868131868132,0.44505494505494503,26.95045106251721,4.0,0.5,0.0027472527472527475,0.0,4.736263736263736
2450---2516781,0.051181102362204724,0.07480314960629922,0.07086614173228346,0.8031496062992126,257,0.22178988326848248,0.7470817120622568,0.0311284046692607,0.16831683168316833,0.801980198019802,0.2631578947368421,0.6491228070175439,0.25252525252525254,0.7474747474747475,0.027237354085603113,0.05058365758754864,0.05058365758754864,0.24124513618677043,0.20233463035019456,0.038910505836575876,0.11673151750972763,0.14007782101167315,0.13229571984435798,0.12840466926070038,0.48249027237354086,0.38910505836575876,0.2607003891050584,0.30739299610894943,0.43190661478599224,29.05878573365147,4.0,0.0,0.0019455252918287938,0.5,6.166666666666667
2450---2516789,0.039525691699604744,0.09486166007905138,0.09881422924901186,0.766798418972332,256,0.15234375,0.84375,0.00390625,0.0896551724137931,0.903448275862069,0.16666666666666666,0.8333333333333334,0.25925925925925924,0.7407407407407407,0.0234375,0.0390625,0.01953125,0.1640625,0.2109375,0.02734375,0.12890625,0.31640625,0.0703125,0.08203125,0.40234375,0.515625,0.27734375,0.37109375,0.3515625,23.948258271093042,4.0,0.0,0.0029296875,0.25,5.604395604395604
2450---2516800,0.036585365853658534,0.07723577235772358,0.07317073170731707,0.8130081300813008,249,0.13654618473895583,0.8554216867469879,0.008032128514056224,0.0743801652892562,0.9173553719008265,0.2,0.775,0.19318181818181818,0.8068181818181818,0.0321285140562249,0.07630522088353414,0.060240963855421686,0.1606425702811245,0.17670682730923695,0.04417670682730924,0.1606425702811245,0.23293172690763053,0.05622489959839357,0.1686746987951807,0.3815261044176707,0.4497991967871486,0.3373493975903614,0.30120481927710846,0.3614457831325301,25.37484601478524,7.0,0.5714285714285714,0.0011474469305794606,0.14285714285714285,6.9743589743589745
2450---2516808,0.02564102564102564,0.06153846153846154,0.05128205128205128,0.8615384615384616,198,0.13636363636363635,0.8585858585858586,0.005050505050505051,0.03488372093023256,0.9651162790697675,0.1875,0.78125,0.225,0.775,0.03535353535353535,0.06565656565656566,0.015151515151515152,0.20202020202020202,0.18181818181818182,0.04040404040404041,0.16666666666666666,0.18686868686868688,0.10606060606060606,0.11616161616161616,0.42424242424242425,0.4595959595959596,0.2828282828282828,0.35858585858585856,0.35858585858585856,25.635586370825067,5.0,0.0,0.00202020202020202,0.6,5.4743589743589745
2450---2516818,0.034482758620689655,0.08045977011494253,0.08620689655172414,0.7988505747126436,177,0.21468926553672316,0.768361581920904,0.01694915254237288,0.10256410256410256,0.8846153846153846,0.22857142857142856,0.7142857142857143,0.34375,0.65625,0.03389830508474576,0.07344632768361582,0.03389830508474576,0.20903954802259886,0.20903954802259886,0.07344632768361582,0.11864406779661017,0.15819209039548024,0.0903954802259887,0.14124293785310735,0.4915254237288136,0.3672316384180791,0.24858757062146894,0.384180790960452,0.3672316384180791,26.375614238258656,1.0,1.0,0.0,0.0,5.208791208791209
2450---2516822,0.029850746268656716,0.09701492537313433,0.09328358208955224,0.7798507462686567,271,0.17343173431734318,0.8265682656826568,0.0,0.1032258064516129,0.896774193548387,0.25,0.75,0.2833333333333333,0.7166666666666667,0.01845018450184502,0.07749077490774908,0.033210332103321034,0.12177121771217712,0.2066420664206642,0.06273062730627306,0.08118081180811808,0.2878228782287823,0.11070110701107011,0.12915129151291513,0.39114391143911437,0.4797047970479705,0.4022140221402214,0.30996309963099633,0.2878228782287823,21.9197499016992,3.0,0.3333333333333333,0.0024600246002460025,0.0,6.417582417582418
2450---2516836,0.03806228373702422,0.08650519031141868,0.09342560553633218,0.7820069204152249,292,0.0684931506849315,0.9006849315068494,0.030821917808219176,0.02158273381294964,0.9640287769784173,0.07894736842105263,0.8289473684210527,0.14285714285714285,0.8571428571428571,0.010273972602739725,0.0547945205479452,0.0684931506849315,0.08904109589041095,0.13356164383561644,0.0547945205479452,0.1643835616438356,0.2876712328767123,0.136986301369863,0.13356164383561644,0.2773972602739726,0.589041095890411,0.3321917808219178,0.2979452054794521,0.3698630136986301,24.278756324896204,4.0,0.25,0.0017123287671232876,0.25,6.1098901098901095
2450---2516842,0.043010752688172046,0.07885304659498207,0.07526881720430108,0.8028673835125448,282,0.11347517730496454,0.851063829787234,0.03546099290780142,0.06,0.9066666666666666,0.2,0.6333333333333333,0.16666666666666666,0.8333333333333334,0.01773049645390071,0.08156028368794327,0.010638297872340425,0.1950354609929078,0.20212765957446807,0.024822695035460994,0.14893617021276595,0.24822695035460993,0.07092198581560284,0.1099290780141844,0.4219858156028369,0.46808510638297873,0.26595744680851063,0.34397163120567376,0.3900709219858156,24.870233218304307,3.0,0.3333333333333333,0.001182033096926714,0.3333333333333333,6.142857142857143
2450---2516854,0.05128205128205128,0.05641025641025641,0.05128205128205128,0.841025641025641,198,0.20707070707070707,0.7828282828282829,0.010101010101010102,0.125,0.875,0.14035087719298245,0.8245614035087719,0.41509433962264153,0.5849056603773585,0.020202020202020204,0.0707070707070707,0.09090909090909091,0.18181818181818182,0.23232323232323232,0.08080808080808081,0.06565656565656566,0.1414141414141414,0.11616161616161616,0.18181818181818182,0.494949494949495,0.32323232323232326,0.2676767676767677,0.32323232323232326,0.4090909090909091,29.295884815053963,9.0,0.5555555555555556,0.0022446689113355778,0.0,4.602564102564102
2450---2516859,0.04888888888888889,0.057777777777777775,0.05333333333333334,0.84,228,0.2807017543859649,0.7149122807017544,0.0043859649122807015,0.15584415584415584,0.8441558441558441,0.21428571428571427,0.7619047619047619,0.3944954128440367,0.6055045871559633,0.03508771929824561,0.04824561403508772,0.021929824561403508,0.2807017543859649,0.14912280701754385,0.039473684210526314,0.16228070175438597,0.14035087719298245,0.12280701754385964,0.10526315789473684,0.4692982456140351,0.42543859649122806,0.2894736842105263,0.2631578947368421,0.4473684210526316,28.36766922599246,4.0,0.25,0.0021929824561403508,0.25,6.984848484848484
2450---2516871,0.030612244897959183,0.0782312925170068,0.0782312925170068,0.8129251700680272,297,0.15488215488215487,0.8047138047138047,0.04040404040404041,0.10084033613445378,0.8487394957983193,0.18518518518518517,0.7222222222222222,0.1935483870967742,0.7983870967741935,0.06397306397306397,0.03367003367003367,0.03367003367003367,0.20202020202020202,0.15488215488215487,0.05723905723905724,0.15151515151515152,0.21212121212121213,0.09090909090909091,0.13131313131313133,0.41414141414141414,0.45454545454545453,0.3265993265993266,0.3333333333333333,0.3400673400673401,24.2952681742546,3.0,0.0,0.0022446689113355778,0.3333333333333333,6.153846153846154
2450---2516880,0.06578947368421052,0.0756578947368421,0.06907894736842106,0.7894736842105263,307,0.19218241042345277,0.8045602605863192,0.003257328990228013,0.16083916083916083,0.8391608391608392,0.23076923076923078,0.7564102564102564,0.20930232558139536,0.7906976744186046,0.013029315960912053,0.05863192182410423,0.05863192182410423,0.14006514657980457,0.21172638436482086,0.05863192182410423,0.1270358306188925,0.19543973941368079,0.13680781758957655,0.13029315960912052,0.41042345276872966,0.4592833876221498,0.23127035830618892,0.3289902280130293,0.43973941368078173,28.00371021376124,4.0,0.5,0.0008143322475570033,0.25,7.910256410256411
2450---2516887,0.0625,0.10546875,0.1015625,0.73046875,259,0.13513513513513514,0.8494208494208494,0.015444015444015444,0.08527131782945736,0.9069767441860465,0.16326530612244897,0.7755102040816326,0.19753086419753085,0.8024691358024691,0.03088803088803089,0.07722007722007722,0.03861003861003861,0.13513513513513514,0.15057915057915058,0.03474903474903475,0.14671814671814673,0.2702702702702703,0.11583011583011583,0.14671814671814673,0.3204633204633205,0.5328185328185329,0.29343629343629346,0.3552123552123552,0.35135135135135137,24.77247789092866,6.0,0.3333333333333333,0.0019305019305019305,0.16666666666666666,5.417582417582418
2450---2516898,0.05223880597014925,0.055970149253731345,0.055970149253731345,0.835820895522388,271,0.1992619926199262,0.7970479704797048,0.0036900369003690036,0.16260162601626016,0.8292682926829268,0.13725490196078433,0.8627450980392157,0.27835051546391754,0.7216494845360825,0.02214022140221402,0.03690036900369004,0.02952029520295203,0.2140221402214022,0.21033210332103322,0.04059040590405904,0.12177121771217712,0.2066420664206642,0.11808118081180811,0.08856088560885608,0.46494464944649444,0.44649446494464945,0.2730627306273063,0.3247232472324723,0.4022140221402214,24.55191186580114,5.0,0.4,0.002214022140221402,0.0,6.395604395604396
