uniqueTeamId,Air duel_Zone_1,Air duel_Zone_2,Air duel_Zone_3,Foul_Zone_1,Foul_Zone_2,Foul_Zone_3,Ground attacking duel_Zone_1,Ground attacking duel_Zone_2,Ground attacking duel_Zone_3,Ground defending duel_Zone_1,Ground defending duel_Zone_2,Ground defending duel_Zone_3,Ground loose ball duel_Zone_1,Ground loose ball duel_Zone_2,Ground loose ball duel_Zone_3,Touch_Zone_1,Touch_Zone_2,Touch_Zone_3,Acceleration,Air duel,Clearance,Foul,Goalkeeper leaving line,Ground attacking duel,Ground defending duel,Ground loose ball duel,Hand foul,Late card foul,Out of game foul,Protest,Simulation,Time lost foul,Touch,Violent Foul,Zone_1_Run,Zone_2_Run,Zone_3_Run,Backward Run,Forward Run,Side Run,Short Run,Middle Run,Long Run,average_acceleration_length,Forward_Runs_Zone_3
10531---2499726,17,16,12,3,7,2,11,28,19,42,15,10,6,15,7,26,10,7,2,45,24,12,3,58,67,28,1,0,0,0,0,0,43,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,26.061840779872853,0.0
10531---2499736,9,20,6,2,7,3,14,22,26,44,31,7,9,11,4,16,3,7,3,35,18,12,2,62,82,24,0,0,0,0,0,0,26,0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,25.469525334401613,1.0
10531---2499741,22,16,5,2,4,1,7,20,29,25,14,15,10,13,17,18,17,3,5,43,14,7,2,56,54,40,0,0,0,0,0,0,38,0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,29.500106558369858,0.0
10531---2499757,17,12,12,2,3,6,11,20,31,25,11,7,22,16,12,15,16,13,5,41,9,11,0,62,43,50,0,0,0,0,0,0,44,0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,38.898938304723046,0.0
10531---2499766,11,16,13,5,3,1,11,21,19,32,22,11,14,10,12,23,8,5,0,40,28,9,1,51,65,36,0,0,0,0,0,2,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531---2499777,11,27,28,3,2,3,8,33,19,37,29,14,7,26,12,13,16,9,6,66,7,8,0,60,80,45,0,0,0,0,0,0,38,0,1.0,3.0,2.0,0.0,6.0,0.0,3.0,2.0,1.0,26.927954424758074,2.0
10531---2499788,15,24,13,0,8,5,9,37,45,38,36,13,5,12,9,13,18,7,7,52,7,13,3,91,87,26,0,0,0,0,0,0,38,0,1.0,5.0,1.0,0.0,6.0,1.0,1.0,2.0,4.0,31.166127714085025,1.0
10531---2499796,6,23,9,2,4,5,9,22,45,32,34,19,7,20,11,15,18,16,1,38,15,11,1,76,85,38,1,0,0,0,0,0,49,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.02913073429028,0.0
10531---2499806,15,21,9,1,5,0,6,27,42,27,24,9,9,18,11,22,20,13,6,45,12,6,1,75,60,38,0,0,0,0,0,0,55,0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,27.16331996524941,0.0
10531---2499810,17,11,15,3,5,1,13,29,17,30,5,4,17,8,7,22,9,4,2,43,17,9,1,59,39,32,0,0,0,0,0,0,35,0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,20.653323061113568,0.0
10531---2499826,16,26,21,2,8,3,11,17,49,17,20,13,9,23,18,18,18,9,9,63,17,13,2,77,50,50,0,0,0,1,0,0,45,0,3.0,5.0,1.0,0.0,9.0,0.0,3.0,2.0,4.0,32.75021757557916,1.0
10531---2499832,31,30,13,0,8,2,10,51,45,22,19,8,13,15,6,26,13,9,13,74,17,10,2,106,49,34,2,0,0,0,0,0,48,0,5.0,7.0,1.0,0.0,12.0,1.0,2.0,6.0,5.0,30.276568556887906,1.0
10531---2499846,7,21,17,2,8,7,7,19,27,24,31,23,11,12,8,19,12,9,7,45,15,17,0,53,78,31,1,0,2,0,0,0,40,0,2.0,5.0,0.0,0.0,7.0,0.0,2.0,3.0,2.0,27.879349915422292,0.0
10531---2499855,13,10,11,2,2,2,9,30,35,48,19,7,16,9,8,20,12,6,7,34,35,6,1,74,74,33,1,0,0,0,0,0,38,0,3.0,4.0,0.0,0.0,5.0,2.0,1.0,3.0,3.0,34.22555694179524,0.0
10531---2499866,18,19,17,1,6,3,8,25,34,34,29,14,18,17,11,19,13,8,15,54,12,10,2,67,77,46,0,0,0,0,0,0,40,0,8.0,6.0,1.0,0.0,15.0,0.0,5.0,1.0,9.0,35.186443307083934,1.0
10531---2499876,16,26,15,1,5,2,13,29,57,43,33,12,12,14,6,20,18,16,7,57,17,8,2,99,88,32,0,0,1,0,0,0,54,0,1.0,6.0,0.0,0.0,6.0,1.0,1.0,2.0,4.0,30.403892805563494,0.0
10531---2499881,4,10,9,5,5,1,17,25,29,53,22,7,8,15,10,13,11,5,7,23,9,11,2,71,82,33,1,0,0,0,0,0,29,0,2.0,4.0,1.0,0.0,5.0,2.0,3.0,3.0,1.0,25.82914168675887,0.0
10531---2499893,18,22,6,2,8,1,12,20,42,35,24,7,10,13,9,21,13,7,4,46,13,11,1,74,66,32,1,1,1,0,0,0,41,0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,26.441638839791942,0.0
10531---2499907,7,15,10,4,7,2,6,23,49,36,31,8,8,18,16,33,19,16,24,32,16,13,1,78,75,42,0,0,0,0,0,0,68,0,5.0,15.0,4.0,0.0,19.0,5.0,16.0,3.0,5.0,23.15676796679899,2.0
10531---2499913,2,13,4,3,4,1,16,31,19,39,28,8,8,13,8,30,13,8,2,19,16,8,1,66,75,29,0,0,0,0,0,0,51,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,36.218561605703755,0.0
10531---2499927,9,18,23,3,8,2,11,38,37,30,34,7,10,20,15,16,11,10,10,50,8,13,3,86,71,45,0,0,0,0,0,0,37,0,5.0,4.0,1.0,0.0,9.0,1.0,1.0,3.0,6.0,36.114955672411284,1.0
10531---2499937,7,14,13,5,6,0,16,32,19,41,23,2,4,17,11,22,16,3,4,34,10,11,2,67,66,32,1,0,0,0,0,0,41,0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,26.656541001824312,1.0
10531---2499945,18,45,14,3,4,3,20,28,23,23,18,6,14,19,14,20,9,8,3,77,13,10,2,71,47,47,0,0,1,0,0,1,37,0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,28.182965500671074,0.0
10531---2499957,21,16,9,2,2,1,15,36,17,44,14,1,20,8,2,26,8,4,7,46,29,5,6,68,59,30,0,0,0,0,0,0,38,0,3.0,3.0,1.0,0.0,7.0,0.0,6.0,0.0,1.0,16.96826988791403,1.0
10531---2499960,10,13,6,1,3,0,15,23,17,30,15,2,14,13,9,23,11,4,6,29,21,4,0,55,47,36,0,0,0,0,0,0,38,0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,30.783430844471866,0.0
10531---2499974,19,21,9,1,7,0,9,31,33,31,29,13,7,28,11,18,18,10,10,49,20,8,2,73,73,46,0,0,0,0,0,0,46,0,1.0,8.0,1.0,0.0,9.0,1.0,4.0,3.0,3.0,27.65391139797622,1.0
10531---2499986,38,24,18,3,4,2,2,16,43,25,13,12,16,13,11,20,11,11,24,80,7,9,3,61,50,40,0,0,0,0,1,0,42,0,4.0,18.0,2.0,0.0,20.0,4.0,7.0,12.0,5.0,27.457577991142532,0.0
10531---2499991,4,26,13,1,1,3,4,24,33,34,14,14,10,14,15,24,25,14,4,43,9,5,1,61,62,39,1,0,0,0,0,0,63,0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,23.91180458300213,0.0
10531---2500006,16,24,6,0,7,2,3,36,36,29,25,14,17,12,22,12,8,9,6,46,9,9,1,75,68,51,0,0,0,0,0,0,29,0,1.0,5.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0,27.391663975721332,0.0
10531---2500013,26,18,17,3,4,2,12,19,10,45,13,3,10,5,3,31,4,6,2,61,48,9,7,41,61,18,0,1,0,0,0,1,41,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,33.53808230537888,0.0
10531---2500026,20,36,40,0,5,2,5,19,51,27,15,8,16,25,24,16,10,8,5,96,12,7,0,75,50,65,0,0,0,0,0,0,34,0,1.0,4.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,21.898128727403368,0.0
10531---2500034,8,15,4,4,3,6,22,18,18,49,23,10,7,6,6,22,9,4,8,27,14,13,1,58,82,19,0,0,0,0,0,0,35,0,3.0,4.0,1.0,0.0,6.0,2.0,4.0,2.0,2.0,24.633224649390137,1.0
10531---2500048,25,15,11,0,4,1,12,16,21,35,22,6,8,16,12,28,16,5,4,51,18,5,2,49,63,36,0,0,1,1,0,0,49,0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,25.30622622301525,0.0
10531---2500056,23,17,40,4,3,3,9,22,37,35,33,15,9,18,15,14,12,14,7,80,5,10,1,68,83,42,0,0,0,0,0,0,40,0,2.0,5.0,0.0,0.0,6.0,1.0,2.0,1.0,4.0,35.85993819781902,0.0
10531---2500065,7,10,5,4,2,1,14,22,17,46,19,6,11,12,5,23,5,5,7,22,13,7,1,53,71,28,0,0,0,0,1,0,33,0,2.0,4.0,1.0,0.0,7.0,0.0,3.0,1.0,3.0,29.169293049113325,1.0
10531---2500076,11,14,12,2,5,5,4,19,40,32,24,21,12,18,24,26,22,11,6,37,9,12,1,63,77,54,1,0,1,0,0,0,59,0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,35.910195548490975,0.0
10531---2500079,13,24,34,4,5,1,11,17,26,42,28,5,11,20,9,11,11,11,9,71,16,10,1,54,75,40,0,1,0,1,0,0,33,0,1.0,7.0,1.0,0.0,8.0,1.0,1.0,3.0,5.0,31.81999402121444,1.0
10531---2500096,11,15,18,1,4,4,4,17,74,14,19,29,11,19,21,14,21,20,18,44,1,9,1,95,62,51,3,0,0,0,0,0,55,0,1.0,14.0,3.0,0.0,16.0,2.0,10.0,3.0,5.0,23.975818706826985,3.0
1609---2499719,25,21,12,2,3,4,17,21,44,36,21,8,28,15,8,21,13,9,9,58,19,9,2,82,65,51,0,0,0,0,0,0,43,0,4.0,5.0,0.0,0.0,9.0,0.0,1.0,2.0,6.0,38.76156827899933,0.0
1609---2499735,9,19,13,4,3,4,8,16,44,22,15,13,8,10,15,11,26,19,11,41,7,11,2,68,50,33,0,0,0,0,0,0,56,0,2.0,9.0,0.0,0.0,10.0,1.0,6.0,4.0,1.0,20.72185179764703,0.0
1609---2499743,3,15,9,2,3,3,8,19,36,30,24,19,2,15,19,16,8,10,3,27,14,8,1,63,73,36,1,1,0,0,0,0,34,0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,15.184164173422218,0.0
1609---2499749,19,21,8,3,8,2,17,18,18,38,21,12,14,21,7,8,13,17,7,48,13,13,0,53,71,42,1,0,0,0,0,0,38,0,1.0,3.0,3.0,0.0,5.0,2.0,2.0,4.0,1.0,28.974761950426966,1.0
1609---2499760,10,24,13,6,6,3,6,21,33,38,42,15,5,7,18,19,24,7,6,47,15,15,3,60,95,30,0,0,0,0,0,0,50,0,1.0,4.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,25.107198406192868,1.0
1609---2499769,20,25,5,3,2,2,12,26,40,30,18,15,15,13,15,13,6,9,10,50,11,7,1,78,63,43,1,1,0,0,0,0,28,0,3.0,5.0,2.0,0.0,10.0,0.0,4.0,2.0,4.0,27.03428168555923,2.0
1609---2499780,21,23,5,2,2,3,3,11,39,30,15,18,4,7,14,16,19,15,6,49,10,7,7,53,63,25,0,0,0,0,0,0,50,0,0.0,5.0,1.0,1.0,5.0,0.0,1.0,4.0,1.0,34.321021937311706,1.0
1609---2499798,37,31,9,1,4,4,6,25,33,31,26,15,14,15,6,13,4,9,2,77,19,9,2,64,72,35,1,0,0,0,0,0,26,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,37.647584908639395,0.0
1609---2499800,22,9,8,4,6,3,16,18,40,31,22,4,19,17,5,15,13,19,9,39,11,13,0,74,57,41,2,0,0,0,0,0,47,0,2.0,7.0,0.0,0.0,9.0,0.0,4.0,3.0,2.0,25.716433911174864,0.0
1609---2499810,15,11,17,0,8,1,4,5,30,17,29,13,7,8,17,12,13,9,1,43,10,9,1,39,59,32,0,0,0,0,0,0,34,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.89540360547573,0.0
1609---2499822,2,5,3,3,6,6,12,33,30,36,29,16,10,17,6,8,11,5,0,10,11,15,0,75,81,33,0,0,0,2,0,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609---2499830,10,21,15,1,7,5,8,26,25,41,35,14,13,17,3,23,8,8,3,46,30,13,1,59,90,33,0,1,0,0,0,0,39,0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,35.24789570217011,0.0
1609---2499839,22,19,11,5,7,3,9,25,32,26,25,9,15,18,6,19,31,9,4,52,10,15,3,66,60,39,0,0,0,0,0,0,59,0,0.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,22.338125521836126,0.0
1609---2499850,6,22,5,4,3,2,11,32,36,27,35,18,5,17,12,12,15,11,5,33,9,9,3,79,80,34,1,0,0,0,0,0,38,0,1.0,3.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,27.44764659027294,1.0
1609---2499860,5,17,22,1,4,4,8,19,56,22,25,21,11,11,22,13,13,16,4,44,3,9,0,83,68,44,0,0,1,0,0,0,42,0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,36.4502175928144,0.0
1609---2499875,14,4,9,1,7,1,6,20,54,20,22,19,13,9,8,10,25,15,4,27,6,9,3,80,61,30,1,0,0,0,0,0,50,0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,25.692509623337866,0.0
1609---2499882,15,17,12,2,3,4,9,22,45,33,20,15,14,13,8,15,10,18,3,44,11,9,3,76,68,35,0,0,0,0,0,0,43,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,31.88788623675283,0.0
1609---2499890,31,28,12,1,11,0,8,27,64,22,44,9,8,15,14,10,29,23,7,71,9,12,3,99,75,37,1,0,0,0,0,0,62,0,1.0,5.0,1.0,0.0,5.0,2.0,3.0,2.0,2.0,28.614073361847375,0.0
1609---2499899,11,16,13,1,5,2,16,31,41,44,36,9,9,18,11,19,15,10,5,40,13,8,6,88,89,38,1,0,0,0,0,0,44,0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,38.15617102448727,0.0
1609---2499911,24,22,11,1,5,1,14,29,53,54,24,9,8,16,12,21,10,11,8,57,17,7,1,96,87,36,0,0,0,0,0,0,42,0,3.0,3.0,2.0,0.0,7.0,1.0,2.0,4.0,2.0,28.240853119887973,2.0
1609---2499928,20,18,3,4,1,2,10,23,38,41,17,9,15,8,10,22,7,15,7,41,13,7,4,71,67,33,2,0,0,1,0,0,44,0,3.0,3.0,1.0,0.0,6.0,1.0,0.0,4.0,3.0,32.21406048216084,1.0
1609---2499929,9,10,10,6,3,2,13,22,42,37,18,20,13,16,9,15,8,10,5,29,5,11,2,77,75,38,0,1,0,1,0,0,33,0,1.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,17.47707413174442,0.0
1609---2499939,21,26,18,2,4,3,18,32,37,50,21,11,18,30,11,22,23,15,5,65,19,9,1,87,82,59,1,0,0,0,0,0,60,0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,34.7939174743007,1.0
1609---2499949,26,16,5,0,3,3,12,25,40,41,27,15,9,17,17,31,25,18,4,47,12,6,3,77,83,43,0,0,0,0,0,0,74,0,0.0,2.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,15.634889961074371,1.0
1609---2499960,6,13,10,1,6,0,2,15,30,17,23,15,9,13,14,17,9,13,6,29,10,7,1,47,55,36,1,0,0,1,0,0,39,0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,4.0,0.0,22.41519234700682,2.0
1609---2499970,26,10,13,3,4,1,20,18,21,53,22,5,17,11,9,29,14,18,6,49,17,8,4,59,80,37,0,0,0,0,0,0,61,0,2.0,3.0,1.0,0.0,6.0,0.0,2.0,1.0,3.0,31.76452735122317,1.0
1609---2499987,17,18,5,2,5,1,16,23,20,54,24,4,15,18,4,27,14,5,8,40,17,8,2,59,82,37,1,1,0,0,0,0,46,0,0.0,7.0,1.0,0.0,7.0,1.0,3.0,3.0,2.0,27.36789181356083,1.0
1609---2499990,1,8,11,1,8,2,5,22,39,38,43,19,5,18,17,9,30,13,5,20,8,11,0,66,100,40,0,0,0,0,0,0,52,0,0.0,3.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,14.365594529196972,2.0
1609---2499999,21,19,12,1,8,2,10,31,34,15,22,10,14,10,11,17,56,20,7,52,6,11,1,75,47,35,1,0,0,1,0,0,93,0,3.0,4.0,0.0,0.0,7.0,0.0,1.0,4.0,2.0,34.853341436739136,0.0
1609---2500010,20,17,2,4,7,1,13,28,19,38,28,7,4,9,7,18,14,9,10,39,23,12,2,60,73,20,0,0,0,1,0,0,41,0,1.0,8.0,1.0,0.0,9.0,1.0,1.0,6.0,3.0,28.157313796955044,1.0
1609---2500022,10,16,8,5,5,2,8,34,37,47,33,9,10,10,7,20,15,14,11,34,16,12,2,79,89,27,0,0,1,1,0,0,49,0,2.0,9.0,0.0,0.0,10.0,1.0,3.0,4.0,4.0,26.712326301342088,0.0
1609---2500029,22,21,10,2,5,2,8,23,28,30,23,10,13,16,4,20,31,18,9,53,10,9,6,59,63,33,0,0,0,0,0,0,69,0,5.0,4.0,0.0,0.0,9.0,0.0,2.0,1.0,6.0,32.144430192471155,0.0
1609---2500040,18,20,7,2,4,5,10,18,27,30,17,7,16,18,12,17,15,8,8,45,22,11,5,55,54,46,0,0,0,1,0,1,40,0,2.0,6.0,0.0,0.0,8.0,0.0,2.0,2.0,4.0,34.34882687655301,0.0
1609---2500054,27,14,19,1,5,2,16,32,38,23,32,13,14,29,10,11,18,22,7,60,7,8,0,86,68,53,1,0,0,0,0,0,51,0,2.0,3.0,2.0,0.0,7.0,0.0,3.0,2.0,2.0,24.095695016620237,2.0
1609---2500060,14,4,6,1,6,4,6,14,44,17,20,14,12,16,19,17,35,25,4,24,9,11,1,64,51,47,0,1,0,0,0,0,77,0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,26.34447813164514,0.0
1609---2500073,10,6,0,3,1,2,18,26,22,60,23,15,18,13,3,29,11,9,12,16,21,6,2,66,98,34,1,0,0,0,0,0,49,0,5.0,6.0,1.0,0.0,11.0,1.0,5.0,5.0,2.0,24.530108805125895,1.0
1609---2500080,12,13,4,2,4,0,2,19,31,21,25,10,11,6,6,27,35,24,3,29,11,6,2,52,56,23,0,0,0,0,0,0,86,0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,43.73558637676319,0.0
1609---2500091,21,22,2,3,3,1,13,41,21,28,24,4,16,15,10,27,25,11,7,45,25,7,3,75,56,41,0,0,0,0,0,0,63,0,2.0,5.0,0.0,0.0,6.0,1.0,4.0,0.0,3.0,25.629584816102767,0.0
1610---2499721,24,14,21,1,9,3,10,17,43,24,19,6,7,17,12,19,22,16,5,59,6,13,0,70,49,36,1,0,0,2,0,0,57,2,0.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,28.407240607081725,1.0
1610---2499737,6,19,12,8,8,3,9,22,23,51,27,14,17,16,18,29,12,8,8,37,29,19,4,54,92,51,1,0,0,1,0,0,49,0,2.0,6.0,0.0,0.0,6.0,2.0,1.0,3.0,4.0,32.19281968814241,0.0
1610---2499740,14,14,1,3,4,4,8,31,40,21,16,8,12,17,13,12,10,13,12,29,16,11,1,79,45,42,1,0,0,0,0,0,35,0,3.0,7.0,2.0,0.0,10.0,2.0,6.0,3.0,3.0,26.026850229774336,2.0
1610---2499753,8,10,6,4,3,1,9,24,49,33,22,9,7,12,14,24,21,13,12,24,15,8,3,82,64,33,0,0,0,0,0,0,58,0,5.0,7.0,0.0,0.0,12.0,0.0,0.0,3.0,9.0,38.19724488849406,0.0
1610---2499760,11,19,10,4,3,4,11,36,38,19,20,6,14,7,5,17,4,6,3,40,16,11,0,85,45,26,0,0,0,1,0,0,27,0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,24.552917590139117,0.0
1610---2499776,16,19,2,4,4,5,21,25,33,52,21,11,9,10,1,28,12,6,13,37,17,13,2,79,84,20,1,0,0,0,0,0,46,0,4.0,8.0,1.0,0.0,11.0,2.0,6.0,2.0,5.0,33.05787258688619,1.0
1610---2499781,6,16,10,5,2,1,11,30,27,43,20,4,17,17,6,13,8,5,2,32,20,8,0,68,67,40,0,0,0,0,0,0,26,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,42.44242201646978,0.0
1610---2499791,11,12,8,3,0,4,10,44,39,44,36,14,12,14,7,27,21,12,2,31,19,7,1,93,94,33,0,0,0,0,0,0,60,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,36.89103051663006,0.0
1610---2499799,25,22,6,6,5,2,6,35,41,42,29,10,15,17,10,19,19,10,7,53,18,13,1,82,81,42,0,0,0,0,0,0,48,0,3.0,4.0,0.0,0.0,7.0,0.0,4.0,1.0,2.0,23.892788164650398,0.0
1610---2499809,9,16,13,0,4,1,9,19,27,36,30,10,12,13,10,16,16,10,8,38,9,5,3,55,76,35,0,0,0,0,0,0,42,0,3.0,5.0,0.0,0.0,8.0,0.0,5.0,1.0,2.0,27.063924110009946,0.0
1610---2499819,13,22,7,1,7,8,16,43,47,54,26,12,13,17,18,19,13,10,13,42,16,16,4,106,92,48,0,0,0,0,0,0,42,0,2.0,9.0,2.0,0.0,10.0,3.0,9.0,3.0,1.0,21.90492180159758,0.0
1610---2499838,21,12,11,3,5,1,14,21,51,48,26,17,15,20,9,11,21,15,6,44,11,9,3,86,91,44,2,0,0,0,1,0,47,0,1.0,5.0,0.0,0.0,6.0,0.0,1.0,3.0,2.0,31.6251182337307,0.0
1610---2499842,9,10,9,2,3,1,11,29,48,56,35,11,10,14,16,33,10,16,11,28,8,6,1,88,102,40,1,0,0,0,0,0,59,0,5.0,5.0,1.0,0.0,9.0,2.0,3.0,5.0,3.0,31.03906982299064,1.0
1610---2499855,11,10,13,1,5,3,8,18,48,35,30,9,8,10,15,14,14,24,3,34,6,9,1,74,74,33,0,0,0,0,0,1,52,0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,37.6192154361015,0.0
1610---2499862,13,15,10,2,2,4,11,28,48,21,27,10,7,12,11,11,18,12,12,38,3,8,1,87,58,30,0,0,0,0,0,0,41,0,2.0,8.0,2.0,0.0,9.0,3.0,5.0,5.0,2.0,21.869007643971628,1.0
1610---2499878,12,13,19,2,4,4,10,22,58,39,38,18,10,21,13,17,7,14,19,44,9,10,1,90,95,44,0,0,0,0,0,0,38,0,4.0,15.0,0.0,0.0,19.0,0.0,9.0,8.0,2.0,21.355110082777642,0.0
1610---2499880,7,8,7,0,3,0,7,15,40,16,18,7,10,21,11,10,5,6,5,22,8,3,0,62,41,42,1,0,0,0,0,0,21,0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,24.693900899679516,1.0
1610---2499892,9,11,5,1,2,5,13,24,76,22,15,11,15,10,17,17,11,20,10,25,10,8,0,113,48,42,0,0,0,0,0,1,48,0,2.0,6.0,2.0,0.0,5.0,5.0,4.0,2.0,4.0,26.028968692941202,0.0
1610---2499902,18,19,16,1,1,1,9,26,55,22,12,9,16,26,15,14,17,23,6,53,7,3,1,90,43,57,1,0,0,0,0,0,54,0,0.0,4.0,2.0,0.0,5.0,1.0,4.0,0.0,2.0,19.786212644301102,2.0
1610---2499910,11,16,12,2,2,3,6,12,64,16,18,8,4,13,10,20,22,12,4,39,6,7,0,82,42,27,0,0,0,0,0,0,54,0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,24.12849582581169,0.0
1610---2499920,5,11,2,0,3,0,7,20,59,18,30,11,9,9,10,14,20,11,8,18,3,3,2,86,59,28,1,0,0,0,1,0,45,0,1.0,5.0,2.0,0.0,8.0,0.0,3.0,2.0,3.0,29.284636650304183,2.0
1610---2499929,10,10,9,2,3,6,20,18,37,42,22,13,9,16,13,27,19,10,10,29,20,11,1,75,77,38,0,0,0,0,0,1,56,0,3.0,7.0,0.0,0.0,9.0,1.0,4.0,2.0,4.0,25.179356118622064,0.0
1610---2499940,13,16,6,3,7,2,8,21,41,35,24,14,15,15,7,17,6,13,10,35,8,12,0,70,73,37,2,0,0,0,0,0,36,0,5.0,3.0,2.0,0.0,9.0,1.0,4.0,4.0,2.0,25.589549568279132,2.0
1610---2499950,12,17,4,2,2,1,15,26,39,33,24,4,17,11,8,21,7,7,13,33,11,5,4,80,61,36,0,0,0,0,0,0,35,0,4.0,8.0,1.0,0.0,11.0,2.0,2.0,6.0,5.0,29.930673071494084,1.0
1610---2499962,4,20,13,0,4,1,12,47,48,22,29,6,10,14,11,8,11,6,6,37,12,5,0,107,57,35,0,0,0,0,0,0,25,0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,39.54123274213568,0.0
1610---2499977,14,13,10,2,3,2,15,34,30,48,25,5,13,16,5,23,11,3,3,37,11,7,2,79,78,34,1,1,0,0,0,0,37,0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,19.532759588115972,0.0
1610---2499979,16,18,14,1,9,1,15,36,30,44,30,11,18,24,13,15,15,17,10,48,15,11,2,81,85,55,0,0,0,0,0,0,47,0,2.0,8.0,0.0,0.0,10.0,0.0,4.0,1.0,5.0,29.864010623567413,0.0
1610---2499996,7,8,7,3,7,2,5,33,58,52,32,8,6,17,10,31,21,12,16,22,12,12,4,96,92,33,0,0,0,0,0,0,64,0,8.0,7.0,1.0,0.0,14.0,2.0,7.0,4.0,5.0,26.764344985383445,0.0
1610---2500004,1,8,2,2,4,2,22,19,12,47,12,4,6,13,3,27,15,1,13,11,13,8,2,53,63,22,1,0,0,0,0,0,43,0,4.0,8.0,1.0,0.0,12.0,1.0,5.0,6.0,2.0,25.708874184183458,1.0
1610---2500011,12,14,14,4,1,3,8,22,60,43,20,7,20,17,13,30,18,21,15,40,8,8,1,90,70,50,0,0,1,0,0,0,69,0,5.0,8.0,2.0,0.0,15.0,0.0,4.0,8.0,3.0,27.493778390137486,2.0
1610---2500020,31,24,3,1,7,2,7,38,44,27,21,6,22,13,6,23,20,15,8,58,10,10,2,89,54,41,1,0,0,0,0,0,58,0,1.0,6.0,1.0,0.0,8.0,0.0,3.0,1.0,4.0,34.851821089949226,1.0
1610---2500031,11,12,11,1,1,2,13,30,38,29,31,18,13,17,9,17,21,13,6,34,14,4,0,81,78,39,0,0,0,0,0,0,51,0,1.0,2.0,3.0,0.0,5.0,1.0,4.0,2.0,0.0,22.069221721284748,2.0
1610---2500042,15,14,13,2,5,0,10,23,60,26,30,16,14,4,15,18,25,25,22,42,8,7,1,93,72,33,0,0,0,0,0,0,68,0,3.0,13.0,6.0,0.0,19.0,3.0,9.0,6.0,7.0,27.93854427221195,5.0
1610---2500055,12,15,13,4,3,5,11,27,39,30,20,8,23,29,5,17,19,8,5,40,5,12,1,77,58,57,2,0,1,0,0,0,44,0,1.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,27.359971460512185,0.0
